date,open_price,close_price,avg_volume
2023-11-17,57.85936549623421,57.85936549623421,3893498754.7018604
2023-11-18,58.08749906248073,58.08749906248073,3253569217.711946
2023-11-19,58.43785104837524,58.43785104837524,2007825165.7945588
2023-11-20,61.4682208972665,61.4682208972665,2011969090.8935194
2023-11-21,56.387561224796215,56.387561224796215,2046131779.7969346
2023-11-22,52.03847144243665,52.03847144243665,2457528360.2158194
2023-11-23,57.63985489059395,57.63985489059395,2055159909.0505433
2023-11-24,56.6256819382833,56.6256819382833,1373270432.8621953
2023-11-25,56.87305815164875,56.87305815164875,1165085857.1832347
2023-11-26,58.81319665255164,58.81319665255164,1170624892.294504
2023-11-27,57.65563041451083,57.65563041451083,905466988.4548694
2023-11-28,55.12228632634998,55.12228632634998,1272604084.6066368
2023-11-29,58.21650838026634,58.21650838026634,1455818631.3582225
2023-11-30,59.132384073791634,59.132384073791634,2011099344.8000524
2023-12-01,59.17998717985522,59.17998717985522,1302914768.2270465
2023-12-02,59.82358486245393,59.82358486245393,1458566131.3202488
2023-12-03,63.54188841925499,63.54188841925499,1384599876.700091
2023-12-04,63.0169956421846,63.0169956421846,1376347106.6756947
2023-12-05,61.55125929559973,61.55125929559973,2239941715.4175754
2023-12-06,60.9025608945616,60.9025608945616,1689507437.5682876
2023-12-07,62.23204453296526,62.23204453296526,3018024425.378191
2023-12-08,67.69386460535054,67.69386460535054,3087225477.7567286
2023-12-09,74.84216401576747,74.84216401576747,3651681520.082631
2023-12-10,72.42222406518073,72.42222406518073,2990090048.521119
2023-12-11,74.42357981310117,74.42357981310117,1933934506.779548
2023-12-12,70.20241559474354,70.20241559474354,3839992454.6821027
2023-12-13,68.52923871075102,68.52923871075102,2426662308.191913
2023-12-14,70.73839652886984,70.73839652886984,2532486875.049152
2023-12-15,75.65588800857071,75.65588800857071,2496513420.5195365
2023-12-16,72.61814382762158,72.61814382762158,2696772682.744241
2023-12-17,73.3895965701486,73.3895965701486,1841818464.1871302
2023-12-18,71.09304612532529,71.09304612532529,1557234022.8754864
2023-12-19,74.34092711768113,74.34092711768113,2363667921.6380463
2023-12-20,72.61144991141754,72.61144991141754,1948577967.428861
2023-12-21,82.09852590231738,82.09852590231738,3820149653.3988895
2023-12-22,93.93807648899407,93.93807648899407,4904778953.563533
2023-12-23,98.07800224122698,98.07800224122698,5239342313.793104
2023-12-24,107.63981717421447,107.63981717421447,3932338834.676097
2023-12-25,112.44835843501905,112.44835843501905,6224138352.726561
2023-12-26,121.44659325631167,121.44659325631167,5738514622.255752
2023-12-27,112.32551605046484,112.32551605046484,4346114224.039255
2023-12-28,106.97705414292456,106.97705414292456,4238903992.194386
2023-12-29,102.25382476175545,102.25382476175545,4586529583.395684
2023-12-30,106.25256071597002,106.25256071597002,4343029162.300508
2023-12-31,101.98883539812843,101.98883539812843,1833433846.9272847
2024-01-01,101.33317837845607,101.33317837845607,1774875786.514594
2024-01-02,109.44408162860023,109.44408162860023,2214023277.943569
2024-01-03,106.66317351273963,106.66317351273963,3809986338.1849504
2024-01-04,98.618625629318,98.618625629318,5263410468.581045
2024-01-05,104.8407815170403,104.8407815170403,3262980619.206502
2024-01-06,99.79527781452578,99.79527781452578,2955669961.82839
2024-01-07,93.67595830573333,93.67595830573333,2220640084.5668583
2024-01-08,88.92454619256625,88.92454619256625,2189403802.3900533
2024-01-09,97.65874169169724,97.65874169169724,3950758921.474186
2024-01-10,98.7515137293353,98.7515137293353,3871179261.052206
2024-01-11,102.41348181114401,102.41348181114401,3865165740.024791
2024-01-12,99.98590880200555,99.98590880200555,4022331019.561001
2024-01-13,91.49974928746796,91.49974928746796,2734892250.2668905
2024-01-14,95.63334726603965,95.63334726603965,1873558891.8758016
2024-01-15,94.11863591050141,94.11863591050141,2580600236.4078503
2024-01-16,94.39674016420685,94.39674016420685,1779198447.0488913
2024-01-17,97.55676426862223,97.55676426862223,1816203365.4935129
2024-01-18,101.50125957317499,101.50125957317499,3218955061.4833794
2024-01-19,94.28013186654485,94.28013186654485,2756021291.3233085
2024-01-20,93.32520105608964,93.32520105608964,2760699292.4330835
2024-01-21,92.58976400255906,92.58976400255906,1256377866.267364
2024-01-22,91.1623559089012,91.1623559089012,908792093.0500989
2024-01-23,83.43623260957541,83.43623260957541,2814098815.451897
2024-01-24,84.09771204633358,84.09771204633358,2987147103.1980157
2024-01-25,88.97403797468365,88.97403797468365,2385029340.1463356
2024-01-26,86.98335038241241,86.98335038241241,1905313727.436813
2024-01-27,92.36475145633213,92.36475145633213,2146548098.7348835
2024-01-28,94.07418620571138,94.07418620571138,1252486460.2425928
2024-01-29,95.96656618849008,95.96656618849008,2522516027.452199
2024-01-30,101.41999625662424,101.41999625662424,2632528657.08934
2024-01-31,101.49112290376424,101.49112290376424,3637727026.6659613
2024-02-01,96.93179951000184,96.93179951000184,3873450832.2090034
2024-02-02,97.79003124090778,97.79003124090778,3016997024.0845313
2024-02-03,100.46548063117393,100.46548063117393,2624103346.4808416
2024-02-04,97.76713809513306,97.76713809513306,1416764974.2861667
2024-02-05,95.47210966234701,95.47210966234701,1353636742.875246
2024-02-06,95.66801933804179,95.66801933804179,1933675388.1619544
2024-02-07,96.91999534970711,96.91999534970711,1900368062.9579785
2024-02-08,100.8620197849941,100.8620197849941,1921482749.676069
2024-02-09,102.90366855652807,102.90366855652807,2458956241.2991543
2024-02-10,107.0340359221691,107.0340359221691,3256188126.6095295
2024-02-11,108.9914614336289,108.9914614336289,1814393079.83351
2024-02-12,107.42381253614128,107.42381253614128,1459554075.7090495
2024-02-13,112.03681818642013,112.03681818642013,2920187526.7224092
2024-02-14,112.5991116485891,112.5991116485891,2874714544.053641
